,IR,QC,QD,Tavg,Tmin,Tmax,chargetime,cycle
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1,0.017038831,1.0750588,1.0753012,31.668844081576545,29.853098,34.307796,13.426056666666652,2.0
2,0.017009802,1.0764499,1.0766124,31.722739939231452,29.857759,34.418705,13.341520000000006,3.0
3,0.016928403,1.0771132,1.0772982,31.74825823703707,30.133654,34.707664,13.425829999999982,4.0
4,0.016915262,1.0777587,1.0781505,31.77312162200526,29.960548,34.595493,13.426093333333363,5.0
5,0.016859178,1.0783504,1.078544,31.767231353211084,30.106787,34.626579,13.426250000000012,6.0
6,0.016852375,1.0788049,1.0789695,31.712690634301303,29.848293,34.447521,13.42596333333331,7.0
7,0.016839281,1.0791525,1.07938,31.714302966549216,29.871897,34.310184,13.426071666666697,8.0
8,0.016874602,1.0793617,1.0795895,31.673564417582405,29.99555,34.489933,13.341719999999986,9.0
9,0.016867684,1.0795659,1.0797766,31.66595642236018,30.065199,34.358963,13.426406666666661,10.0
10,0.01688916,1.0797709,1.0800153,31.601958674796776,29.791494,34.46941,13.426091666666617,11.0
11,0.0,1.0928036,1.0845895,31.63115669521174,29.695375,34.673786,13.341290000000056,12.0
12,0.016849255,1.0791099,1.0823009,31.590686027548127,29.823479,34.495018,13.426081666666626,13.0
13,0.016842199,1.0804566,1.0819396,31.50268427650171,29.696899,34.43034,13.341535000000052,14.0
14,0.016924184,1.0809183,1.0818352,31.23530761461186,29.476723,33.824818,13.425685000000037,15.0
15,0.01685242,1.0812497,1.0819743,31.21625401203707,29.462755,33.771145,13.341183333333417,16.0
16,0.01684615,1.0814323,1.0820032,31.225308760948984,29.322411,33.882912,13.3414916666666,17.0
17,0.016867276,1.0815635,1.0819749,31.301988451175294,29.410753,33.919044,13.341211666666641,18.0
18,0.016879793,1.081516,1.0818729,31.292833855847707,29.24111,34.371075,13.341374999999971,19.0
19,0.016865704,1.081542,1.0818582,31.356249729754325,29.244019,34.231895,13.341811666666521,20.0
20,0.016848492,1.0816178,1.0818721,31.277630192070557,29.339848,34.072666,13.341540000000046,21.0
21,0.016865563,1.0816784,1.0819227,31.348538161347484,29.400738,34.101273,13.425868333333346,22.0
22,0.016898695,1.0817027,1.0819179,31.359074997214464,29.510458,34.251583,13.425950000000011,23.0
23,0.016915269,1.0818021,1.0820436,31.37927710971213,29.569324,34.340435,13.341783333333296,24.0
24,0.016898235,1.0818515,1.0820177,31.388686044343963,29.556892,34.349102,13.425841666666626,25.0
25,0.016927879,1.0819179,1.0820863,31.377908295999998,29.582666,34.200966,13.425928333333285,26.0
26,0.016943928,1.0819485,1.0821023,31.33365510332436,29.60033,34.081303,13.341041666666813,27.0
27,0.016916716,1.0818509,1.0820186,31.297650786425265,29.729218,33.98497,13.425700000000022,28.0
28,0.016921116,1.0818087,1.0819744,31.201734129148022,29.322596,33.94096,13.3412516666666,29.0
29,0.016912661,1.0818278,1.081928,31.16074336058129,29.487072,33.869808,13.341134999999971,30.0
30,0.016881937,1.0818098,1.0819486,31.192300947124316,29.398109,33.97496,13.425588333333144,31.0
31,0.016897265,1.0817567,1.0819107,31.162734630952386,29.340395,33.819191,13.341533333333064,32.0
32,0.016909005,1.0817947,1.081911,31.176114298357636,29.467905,33.953903,13.34148000000035,33.0
33,0.016895171,1.0816904,1.0819156,31.19555849017863,29.459595,33.922104,13.341586666666748,34.0
34,0.016911024,1.0817184,1.0819073,31.23459042543857,29.37406,34.248459,13.425790000000173,35.0
35,0.016910369,1.0816765,1.0818235,31.17703952777779,29.410753,34.155346,13.425944999999775,36.0
36,0.016912961,1.0816363,1.0818033,31.191736043755697,29.277557,34.20961,13.425541666666685,37.0
37,0.016940473,1.0815654,1.081722,31.22800655175514,29.457203,34.094833,13.426200000000245,38.0
38,0.016946923,1.0816135,1.0817708,31.271295301971325,29.448704,34.010208,13.34153166666656,39.0
39,0.016952233,1.0816038,1.0817635,31.191166256913505,29.520357,33.995495,13.425961666666748,40.0
40,0.016949521,1.0816664,1.0818429,31.164766139555613,29.464182,34.014168,13.341638333333442,41.0
41,0.016895877,1.0816883,1.0818409,31.224820560688457,29.731627,34.013233,13.341494999999608,42.0
42,0.016905738,1.0816795,1.0818423,31.238675140414085,29.755728,33.943478,13.425850000000112,43.0
43,0.016932981,1.0817223,1.081903,31.259180281742395,29.705229,33.930916,13.425883333333575,44.0
44,0.016912622,1.0817709,1.0819272,31.284490665743295,29.654339,33.960567,13.425884999999834,45.0
45,0.016880551,1.08169,1.0817856,31.226266816163424,29.454004,34.086346,13.341451666666641,46.0
46,0.016879074,1.0816364,1.0818145,31.254482130357214,29.454102,34.068233,13.425543333333431,47.0
47,0.016909629,1.0817144,1.0818409,31.31911764637425,29.39904,34.234879,13.425786666666196,48.0
