,IR,QC,QD,Tavg,Tmin,Tmax,chargetime,cycle
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1,0.016742354,1.0710422,1.0706892,31.875010776448963,29.56613,35.652016,13.341250000000006,2.0
2,0.016724309,1.0716741,1.0719005,31.931490327663376,29.604385,35.692978,13.42577666666666,3.0
3,0.016681245,1.0723044,1.0725095,31.9326034757631,29.744202,35.680588,13.425166666666671,4.0
4,0.016661867,1.07297,1.073174,31.95932155887516,29.644709,35.728691,13.34144166666665,5.0
5,0.016623382,1.0734913,1.0735761,31.96106185480935,29.752932,35.711758,13.34083499999997,6.0
6,0.016599579,1.073922,1.0739917,31.900562096745,29.564377,35.61565,13.34019833333332,7.0
7,0.016576905,1.0741584,1.0743741,31.92166784685496,29.62863,35.546783,13.425441666666666,8.0
8,0.016588196,1.0743366,1.0744922,31.870082320070754,29.597345,35.539406,13.42519000000005,9.0
9,0.016572181,1.0743531,1.0745373,31.841052676106166,29.687315,35.499729,13.42563333333334,10.0
10,0.016564831,1.0746447,1.0747814,31.811381731685728,29.509727,35.486984,13.340996666666737,11.0
11,0.018950272,1.5467919,1.5390544,30.28257943076922,29.012251,35.237232,13.341273333333326,12.0
12,0.016629694,1.0710218,1.0738269,31.5412074655022,29.126949,35.399788,13.341906666666667,13.0
13,0.016623681,1.0734307,1.0750562,31.554487467264536,29.173849,35.361366,13.425951666666515,14.0
14,0.016606225,1.0745616,1.0730921,31.60416723916967,29.232649,35.380379,13.425368333333365,15.0
15,0.016644137,1.0752127,1.0758405,31.626640685333328,29.425863,35.396084,13.341238333333362,16.0
16,0.016638549,1.0735142,1.072405,31.56672500361993,29.445898,35.421181,13.461158333333394,17.0
17,0.016635945,1.075841,1.0761998,31.610988598720265,29.336567,35.421665,13.428950000000137,18.0
18,0.016622188,1.075995,1.0761871,31.563843511353305,29.438148,35.282478,13.42597666666649,19.0
19,0.016603719,1.0751143,1.0764284,31.581725207111127,29.490742,35.215897,13.35776333333318,20.0
20,0.016579002,1.07526,1.0765469,31.56066323885912,29.550705,35.270439,13.442670000000119,21.0
21,0.016562166,1.076412,1.0766536,31.608153900709215,29.576149,35.203217,13.34155166666654,22.0
22,0.016565233,1.0764353,1.0766355,31.644954582887834,29.417404,35.17334,13.425559999999921,23.0
23,0.016568111,1.0765072,1.0754509,31.606933999116603,29.331137,35.262707,13.4254866666665,24.0
24,0.016572051,1.0764282,1.0766494,31.616244551351414,29.268419,35.29155,13.341149999999955,25.0
25,0.016596386,1.0763686,1.076545,31.51765399645071,29.161713,35.25309,13.341895000000173,26.0
26,0.016587147,1.075214,1.0765674,31.514766877424968,29.115284,35.272129,13.358211666666708,27.0
27,0.0165787,1.0763866,1.0765301,31.526239499999964,29.154787,35.241489,13.341838333333241,28.0
28,0.016594874,1.076308,1.0764797,31.47223754365438,29.11447,35.183762,13.3414916666666,29.0
29,0.016588323,1.0763638,1.0765879,31.50223401731998,29.157345,35.214653,13.425248333333487,30.0
30,0.016598366,1.0764072,1.0766202,31.52989696794298,29.315342,35.238499,13.425430000000052,31.0
31,0.016610153,1.0764409,1.0766256,31.50271882777274,29.312763,35.250328,13.426281666666425,32.0
32,0.016610581,1.0764945,1.0766001,31.475398297535186,29.344658,35.219761,13.341931666666643,33.0
33,0.016612098,1.0764641,1.0766319,31.54514113550136,29.416283,35.310757,13.42565999999982,34.0
34,0.01663268,1.0764092,1.0766066,31.571688145756475,29.350309,35.235664,13.343013333333268,35.0
35,0.016625162,1.0765214,1.076661,31.579712059397032,29.325739,35.260101,13.425484999999753,36.0
36,0.016602948,1.0765092,1.0766382,31.473368785392182,29.201336,35.136036,13.341066666666302,37.0
37,0.016602872,1.0765126,1.0766717,31.471091381672586,29.242462,35.393112,13.341919999999906,38.0
38,0.016581442,1.0765518,1.0766507,31.56527386050719,29.212128,35.26786,13.425228333333022,39.0
39,0.016590878,1.0765756,1.0767151,31.562168991928306,29.205654,35.238396,13.342238333333322,40.0
40,0.016559757,1.076576,1.0766989,31.54893319642851,29.21929,35.310982,13.340851666666762,41.0
41,0.016573889,1.0764952,1.0766598,31.59745720145851,29.238398,35.424267,13.341250000000096,42.0
42,0.016602637,1.0764656,1.0766748,31.58064426630442,29.266811,35.353485,13.425753333333706,43.0
43,0.016602065,1.0720551,1.0768414,31.572610601429815,29.31262,35.307877,13.407648333333297,44.0
44,0.016606055,1.0754313,1.0766555,31.59582621453912,29.342947,35.441296,13.357603333333099,45.0
45,0.016631251,1.0765792,1.0766659,31.633069884341587,29.447943,35.351688,13.425145000000096,46.0
46,0.016629409,1.0759525,1.0766661,31.6730774777475,29.401375,35.455856,13.427131666666536,47.0
47,0.016618473,1.075521,1.0743055,31.670769690812737,29.550148,35.439571,13.44453166666693,48.0
48,0.016619267,1.076604,1.0768253,31.64981431960607,29.412422,35.43576,13.341086666666767,49.0
49,0.016621681,1.0766364,1.0767562,31.62065363546356,29.474648,35.352997,13.341835000000234,50.0
50,0.016628899,1.0765935,1.0767081,31.6274709963866,29.535851,35.267384,13.42596500000024,51.0
51,0.016593309,1.0765553,1.076677,31.582648144534723,29.41398,35.174698,13.426603333333333,52.0
52,0.016593125,1.0765204,1.0767009,31.471261711293284,29.303085,35.118328,13.426193333333746,53.0
53,0.016602203,1.0765289,1.076785,31.475482243243224,29.154831,35.140877,13.425655000000067,54.0
54,0.016603146,1.0765325,1.076645,31.499562125673112,29.188543,35.191639,13.425960000000002,55.0
55,0.016607363,1.0764958,1.0766542,31.483203643688448,29.118252,35.200359,13.341023333333336,56.0
56,0.016602928,1.0764444,1.0753976,31.49624710578661,29.102291,35.338074,13.341156666666697,57.0
57,0.016609881,1.0764468,1.0765858,31.52172061353517,29.121517,35.403072,13.344211666666281,58.0
58,0.01662297,1.0763268,1.0752628,31.481119538188267,29.130945,35.317291,13.427295000000353,59.0
59,0.016619831,1.0765423,1.0767044,31.731754057971127,29.479713,35.573944,13.430048333333495,60.0
60,0.016538627,1.0767449,1.0769024,32.09696574529143,29.907377,35.861553,13.344998333333448,61.0
61,0.01647264,1.0768999,1.0770562,32.28574128255086,30.073803,35.994705,13.341025000000082,62.0
62,0.016443744,1.0758786,1.0770824,32.266433526362,30.039148,35.950111,13.358034999999896,63.0
63,0.01644614,1.0768579,1.0769807,32.05738645685734,29.805275,35.511589,13.341183333333174,64.0
64,0.016629677,1.0758302,1.0765196,31.577626202678612,29.388458,35.368713,13.426228333332983,65.0
65,0.016646057,1.0758365,1.0765632,31.56093403683731,29.38225,35.361839,13.424510000000009,66.0
66,0.0166522,1.0758048,1.0766724,31.526209980197994,29.361019,35.214684,13.340823333333537,67.0
67,0.016614987,1.0764037,1.0765343,31.589307872972924,29.38896,35.239826,13.341328333333271,68.0
68,0.016603788,1.0764031,1.0766476,31.56742495212282,29.352266,35.256172,13.425778333333437,69.0
69,0.016613714,1.0763655,1.0766002,31.577021679279277,29.237324,35.303307,13.341714999999386,70.0
70,0.016591648,1.0763476,1.0753345,31.557009883152237,29.274908,35.368244,13.427033333332899,71.0
71,0.016613971,1.0762949,1.0763972,31.601973795148247,29.239742,35.447559,13.341746666666586,72.0
72,0.016596962,1.0762441,1.07514,31.630672206648743,29.209669,35.428234,13.427223333334162,73.0
73,0.016614793,1.0751741,1.0763736,31.62339724430828,29.203033,35.456741,13.358849999999316,74.0
74,0.016633034,1.0761602,1.0762513,31.58299365267853,29.172277,35.43121,13.34010333333281,75.0
75,0.016644798,1.0761617,1.0763264,31.616040595575207,29.228901,35.595509,13.341821666666268,76.0
76,0.016658476,1.0760859,1.0762902,31.577171317604368,29.271099,35.477268,13.345241666666698,77.0
77,0.016679611,1.0758249,1.0763192,31.55356431694472,29.295513,35.389824,13.426500000000427,78.0
78,0.016667157,1.0760643,1.0762045,31.56954634999997,29.333847,35.402496,13.42509166666617,79.0
79,0.016683301,1.0761299,1.0762365,31.53051338571417,29.352417,35.370975,13.426871666666313,80.0
80,0.016681612,1.076085,1.0762444,31.518574817029013,29.335575,35.33733,13.426986666666926,81.0
81,0.016671911,1.0761567,1.0761995,31.52693188117955,29.330212,35.307102,13.425126666666863,82.0
82,0.016673397,1.0760849,1.0761882,31.479588027728106,29.245579,35.204979,13.34269333333359,83.0
83,0.016668409,1.0750401,1.0762265,31.49053318749999,29.308577,35.233223,13.357466666667218,84.0
84,0.016641073,1.0747057,1.0763329,31.476273357267985,29.219269,35.271553,13.442350000000442,85.0
85,0.016650965,1.0761027,1.0760512,31.52863617132549,29.226025,35.333958,13.341596666666252,86.0
86,0.016624492,1.0760133,1.0762264,31.510697337899575,29.144773,35.274235,13.425973333333967,87.0
87,0.016655143,1.0760144,1.076053,31.461302417194517,29.118731,35.305992,13.424228333332575,88.0
88,0.016640818,1.0759495,1.0749464,31.526110412655907,29.1287,35.349518,13.340766666666605,89.0
89,0.016659595,1.0759265,1.0761249,31.53868829528985,29.164095,35.454964,13.341036666666817,90.0
90,0.016659312,1.075608,1.0760405,31.554677546762584,29.157156,35.466129,13.341866666666466,91.0
91,0.016658721,1.0758345,1.0748079,31.563948965485885,29.262199,35.478794,13.427616666666776,92.0
92,0.016683126,1.0758312,1.0759902,31.54121852650182,29.170433,35.363525,13.425455000000268,93.0
